name,url
"CD PROJEKT SPÓŁKA AKCYJNA (CDR)Główny Rynek | WIG140, WIG-gry, WIGtechTR, WIG-ESG, WIGtech, WIG.GAMES5, WIG30TR, WIG30, WIG20TR, WIG-Poland, WIG20, WIG, CEEplus | Gry",https://www.gpw.pl/spolka?isin=PLOPTTC00011
"CDRL SPÓŁKA AKCYJNA (CDL)Główny Rynek | WIG-odzież, WIG-Poland, WIG | odzież i obuwie",https://www.gpw.pl/spolka?isin=PLCDRL000043
"CELON PHARMA SPÓŁKA AKCYJNA (CLN)Główny Rynek | WIG140, sWIG80TR, WIG-leki, WIGdiv, WIG-Poland, sWIG80, WIG, CEEplus | Produkcja Leków",https://www.gpw.pl/spolka?isin=PLCLNPH00015
"CENTRUM MEDYCZNE ENEL-MED SPÓŁKA AKCYJNA (ENE)Główny Rynek | WIG-Poland, WIG | Szpitale i Przychodnie",https://www.gpw.pl/spolka?isin=PLENLMD00017
"ČEZ. A.S. (CEZ)Główny Rynek | WIG-CEE, WIG-energia, WIG, CEEplus | energetyka",https://www.gpw.pl/spolka?isin=CZ0005112300
CFI HOLDING SPÓŁKA AKCYJNA (CFI)Główny Rynek | hotele i restauracje,https://www.gpw.pl/spolka?isin=PLINTKS00013
"CI GAMES SPÓŁKA EUROPEJSKA (CIG)Główny Rynek | WIG140, WIG-gry, WIGtechTR, WIG-ESG, WIGtech, WIG.GAMES5, mWIG40TR, WIG-Poland, mWIG40, WIG, CEEplus | Gry",https://www.gpw.pl/spolka?isin=PLCTINT00018
CIECH SPÓŁKA AKCYJNA (CIE)Główny Rynek | chemia podstawowa,https://www.gpw.pl/spolka?isin=PLCIECH00018
"CITY SERVICE SE (CTS)Główny Rynek | WIG-CEE, WIG | Usługi dla Przedsiębiorstw",https://www.gpw.pl/spolka?isin=EE3100126368
CLEAN&CARBON ENERGY SPÓŁKA AKCYJNA (CCE)Główny Rynek | nieruchomości - pozostałe,https://www.gpw.pl/spolka?isin=PLKAREN00014
"CLOUD TECHNOLOGIES SPÓŁKA AKCYJNA (CLD)Główny Rynek | WIGtechTR, WIGtech, WIG-Poland, WIG | Nowe Technologie",https://www.gpw.pl/spolka?isin=PLCLDTC00019
"COAL ENERGY S.A. (CLE)Główny Rynek | WIG-CEE, WIG-Ukraine, WIG-górnictwo, WIG | górnictwo węgla",https://www.gpw.pl/spolka?isin=LU0646112838
"COGNOR HOLDING SPÓŁKA AKCYJNA (COG)Główny Rynek | WIG140, sWIG80TR, WIG-Poland, sWIG80, WIG, CEEplus | hutnictwo żelaza i stali",https://www.gpw.pl/spolka?isin=PLCNTSL00014
"COLUMBUS ENERGY SPÓŁKA AKCYJNA (CLC)Główny Rynek | WIG-energia, WIG-Poland, WIG, CEEplus | energia odnawialna",https://www.gpw.pl/spolka?isin=PLSTIGR00012
"COMARCH SPÓŁKA AKCYJNA (CMR)Główny Rynek | WIG140, WIGtechTR, WIG-ESG, WIGtech, mWIG40TR, WIGdiv, WIG-Poland, WIG-informatyka, mWIG40, WIG, CEEplus | systemy informatyczne",https://www.gpw.pl/spolka?isin=PLCOMAR00012
"COMP SPÓŁKA AKCYJNA (CMP)Główny Rynek | WIG140, WIGtechTR, WIGtech, sWIG80TR, WIG-Poland, WIG-informatyka, sWIG80, WIG | oprogramowanie",https://www.gpw.pl/spolka?isin=PLCMP0000017
"COMPERIA.PL SPÓŁKA AKCYJNA (CPL)Główny Rynek | WIG-Poland, WIG-media, WIG | portale internetowe",https://www.gpw.pl/spolka?isin=PLCOMPR00010
"COMPREMUM SPÓŁKA AKCYJNA (CPR)Główny Rynek | WIG-Poland, WIG-budownictwo, WIG | materiały budowlane",https://www.gpw.pl/spolka?isin=PLPZBDT00013
"CPD SPÓŁKA AKCYJNA (CPD)Główny Rynek | WIG-Poland, WIG-nieruchomości, WIG | wynajem nieruchomości",https://www.gpw.pl/spolka?isin=PLCELPD00013
CPI FIM SA (OPG)Główny Rynek | wynajem nieruchomości,https://www.gpw.pl/spolka?isin=LU0122624777
"CREEPY JAR SPÓŁKA AKCYJNA (CRJ)Główny Rynek | WIG140, WIG-gry, WIGtechTR, WIGtech, sWIG80TR, WIG-Poland, sWIG80, WIG, CEEplus | Gry",https://www.gpw.pl/spolka?isin=PLCRPJR00019
"CREOTECH INSTRUMENTS SPÓŁKA AKCYJNA (CRI)Główny Rynek | WIGtechTR, WIGtech, WIG-Poland, WIG | Nowe Technologie",https://www.gpw.pl/spolka?isin=PLCRTCH00017
"CYBER_FOLKS SPÓŁKA AKCYJNA (CBF)Główny Rynek | WIG140, WIGtechTR, WIGtech, sWIG80TR, WIG-Poland, sWIG80, WIG, CEEplus | Nowe Technologie",https://www.gpw.pl/spolka?isin=PLR220000018
"CYFROWY POLSAT SPÓŁKA AKCYJNA (CPS)Główny Rynek | WIG140, WIGtechTR, WIG-ESG, WIGtech, WIG30TR, WIG30, WIG20TR, WIG-Poland, WIG20, WIG, CEEplus | Telekomunikacja",https://www.gpw.pl/spolka?isin=PLCFRPT00013
CZERWONA TOREBKA SPÓŁKA AKCYJNA (CZT)Główny Rynek | wynajem nieruchomości,https://www.gpw.pl/spolka?isin=PLCRWTR00022
"DADELO SPÓŁKA AKCYJNA (DAD)Główny Rynek | WIG-Poland, WIG | Handel Internetowy",https://www.gpw.pl/spolka?isin=PLDADEL00013
"DATAWALK SPÓŁKA AKCYJNA (DAT)Główny Rynek | WIG140, WIGtechTR, WIGtech, sWIG80TR, WIG-Poland, WIG-informatyka, sWIG80, WIG, CEEplus | oprogramowanie",https://www.gpw.pl/spolka?isin=PLPILAB00012
